school,school_short,name,position,weight,height,year,hometown,state,conference,county_code,state_code
American University Eagles,American U,Langdon Neal,G,72,165,FR,"Chicago, IL",IL,Patriot League,17031,17
Tennessee Volunteers,Tennessee,Quinton Chievous,G,78,214,SO,"Chicago, IL",IL,SEC,17031,17
Texas A&M Aggies,Texas A&M,Fabyon Harris,G,71,178,SR,"Chicago, IL",IL,SEC,17031,17
Davidson Wildcats,Davidson,Clay Tormey,G,71,165,SR,"Chicago, IL",IL,Southern,17031,17
Davidson Wildcats,Davidson,Andrew McAuliffe,F,80,235,FR,"Northbrook, IL",IL,Southern,17031,17
Samford Bulldogs,Samford,Tim Williams,F,80,210,SO,"Chicago, IL",IL,Southern,17031,17
UNC Greensboro Spartans,UNC Greensboro,Kyle Cain,F,79,210,JR,"Chicago, IL",IL,Southern,17031,17
UNC Greensboro Spartans,UNC Greensboro,Modestas Masilionis,G-F,76,191,JR,"Orland Park, IL",IL,Southern,17031,17
Jackson State Tigers,Jackson State,Marquis Todd,F,81,220,FR,"Chicago, IL",IL,SWAC,17031,17
Mississippi Valley State Delta Devils,Miss Valley St,Ervin Thomas,F,77,197,SR,"Chicago, IL",IL,SWAC,17031,17
IPFW Mastodons,IPFW,Joe Edwards,G,76,190,JR,"Chicago, IL",IL,Summit League,17031,17
North Dakota State Bison,North Dakota St,Kory Brown,G,76,200,SO,"Hoffman Estates, IL",IL,Summit League,17031,17
Western Illinois Leathernecks,W Illinois,Jordan Foster,G,71,175,SO,"Chicago, IL",IL,Summit League,17031,17
Arkansas-Little Rock Trojans,AR-Little Rock,Maurius Hill,F,77,220,FR,"Homewood, IL",IL,Sun Belt,17031,17
Loyola Marymount Lions,Loyola Mary,Gabe Levin,F,79,230,FR,"Oak Park, IL",IL,West Coast,17031,17
Cal State Bakersfield Roadrunners,CSU Bakersfield,Corey Hall,F,79,210,SR,"Chicago, IL",IL,WAC,17031,17
Chicago State Cougars,Chicago State,Eddie Denard,F,78,235,SR,"Chicago, IL",IL,WAC,17031,17
Chicago State Cougars,Chicago State,Jamere Dismukes,G,73,175,SR,"Park Forest, IL",IL,WAC,17031,17
Chicago State Cougars,Chicago State,Johnny Griffin,G,77,185,FR,"Ford Heights, IL",IL,WAC,17031,17
Chicago State Cougars,Chicago State,Kurt Karis,G,73,190,FR,"Northbrook, IL",IL,WAC,17031,17
Chicago State Cougars,Chicago State,Joshua Batson,G,71,165,SO,"Chicago, IL",IL,WAC,17031,17
Chicago State Cougars,Chicago State,Aaron Williams,F,78,215,SR,"Chicago, IL",IL,WAC,17031,17
Chicago State Cougars,Chicago State,Quron Davis,F,81,235,FR,"Chicago, IL",IL,WAC,17031,17
Chicago State Cougars,Chicago State,Clarke Rosenberg,G,75,195,JR,"Evanston, IL",IL,WAC,17031,17
Chicago State Cougars,Chicago State,Willie Rosenthal,C,83,220,FR,"Rolling Meadows, IL",IL,WAC,17031,17
Texas-Pan American Broncs,TX-Pan American,LJ McIntosh,G,73,165,FR,"Chicago, IL",IL,WAC,17031,17
Texas-Pan American Broncs,TX-Pan American,Jamal Dantzler,G,75,190,SR,"Chicago, IL",IL,WAC,17031,17
Texas-Pan American Broncs,TX-Pan American,Elijah Watson,G,74,185,FR,"Chicago, IL",IL,WAC,17031,17
Texas-Pan American Broncs,TX-Pan American,Shaquille Hines,F,79,195,SO,"Chicago, IL",IL,WAC,17031,17
Texas-Pan American Broncs,TX-Pan American,Alex Majewski,F,79,205,FR,"Chicago, IL",IL,WAC,17031,17
UMKC Kangaroos,UMKC,Chandler Levingston Simon,F,78,220,FR,"Chicago, IL",IL,WAC,17031,17
Eastern Illinois Panthers,E Illinois,Aaron Siler,G,71,170,FR,"Robinson, IL",IL,Ohio Valley,17033,17
Eastern Illinois Panthers,E Illinois,Anthony Johnson,G,76,200,FR,"Oblong, IL",IL,Ohio Valley,17033,17
Northern Illinois Huskies,N Illinois,Jordan Threloff,C,81,255,JR,"Dekalb, IL",IL,Mid-American,17037,17
Dayton Flyers,Dayton,Bobby Wehrli,F,78,198,SO,"Naperville, IL",IL,Atlantic 10,17043,17
Dayton Flyers,Dayton,Eddie Eshoo,G,72,180,FR,"Lisle, IL",IL,Atlantic 10,17043,17
Stetson Hatters,Stetson,Andrew Zelis,C,83,240,FR,"Wheaton, IL",IL,Atlantic Sun,17043,17
Michigan Wolverines,Michigan,Brad Anlauf,F,76,195,SO,"Hinsdale, IL",IL,Big Ten,17043,17
Northwestern Wildcats,Northwestern,Drew Crawford,G-F,77,215,SR,"Naperville, IL",IL,Big Ten,17043,17
Northwestern Wildcats,Northwestern,Dave Sobolewski,G,73,180,JR,"Naperville, IL",IL,Big Ten,17043,17
Wisconsin Badgers,Wisconsin,Frank Kaminsky,F,84,234,JR,"Lisle, IL",IL,Big Ten,17043,17
William & Mary Tribe,William & Mary,Tim Rusthoven,F,81,235,SR,"Winfield, IL",IL,Colonial,17043,17
Illinois-Chicago Flames,UIC,Jordan Harks,F-C,80,220,SR,"Lombard, IL",IL,Horizon,17043,17
Miami (OH) RedHawks,Miami (OH),Will Sullivan,G,75,188,JR,"Elmhurst, IL",IL,Mid-American,17043,17
Illinois State Redbirds,Illinois State,Matt Stacho,G,73,180,SO,"Naperville, IL",IL,Missouri Valley,17043,17
Wofford Terriers,Wofford,Lee Skinner,F,78,212,JR,"Lombard, IL",IL,Southern,17043,17
Western Illinois Leathernecks,W Illinois,Jabari Sandifer,G,73,170,FR,"Naperville, IL",IL,Summit League,17043,17
Texas-Arlington Mavericks,TX-Arlington,Johnny Hill,G,75,180,JR,"Glendale Heights, IL",IL,Sun Belt,17043,17
Rice Owls,Rice,Andrew Drone,C,82,290,FR,"Junction, IL",IL,Conference USA,17059,17
Loyola (IL) Ramblers,Loyola (IL),Tanner Williams,F,79,215,SO,"Orion, IL",IL,Missouri Valley,17073,17
Southern Illinois Salukis,S Illinois,Bronson Verhines,F,78,200,SR,"Woodlawn, IL",IL,Missouri Valley,17081,17
Southern Illinois Salukis,S Illinois,Dawson Verhines,G,76,210,JR,"Woodlawn, IL",IL,Missouri Valley,17081,17
Connecticut Huskies,Connecticut,Ryan Boatright,G,72,168,JR,"Aurora, IL",IL,American,17089,17
Northern Kentucky Norse,Northern Kentucky,Dean Danos,G,71,160,FR,"Aurora, IL",IL,Atlantic Sun,17089,17
Wagner Seahawks,Wagner,Jay Harris,G,73,160,JR,"Aurora, IL",IL,Northeast,17089,17
Holy Cross Crusaders,Holy Cross,Dave Dudzinski,F,81,227,SR,"Elburn, IL",IL,Patriot League,17089,17
Missouri Tigers,Missouri,Hayden Barnard,F,82,215,FR,"Aurora, IL",IL,SEC,17089,17
Santa Clara Broncos,Santa Clara,Jared Brownridge,G,74,195,FR,"Aurora, IL",IL,West Coast,17089,17
Delaware Fightin Blue Hens,Delaware,Kyle Anderson,G,74,200,JR,"Newark, IL",IL,Colonial,17093,17
Lehigh Mountain Hawks,Lehigh,Miles Simelton,G,72,160,FR,"Oswego, IL",IL,Patriot League,17093,17
Duke Blue Devils,Duke,Todd Zafirovski,F,81,245,SR,"Lake Forest, IL",IL,ACC,17097,17
Wake Forest Demon Deacons,Wake Forest,Doug Niedrich,F,78,200,JR,"Kildeer, IL",IL,ACC,17097,17
Illinois Fighting Illini,Illinois,Darius Paul,F,80,220,SO,"Gurnee, IL",IL,Big Ten,17097,17
Ohio State Buckeyes,Ohio State,Lenzelle Smith Jr.,G,76,210,SR,"Zion, IL",IL,Big Ten,17097,17
Wisconsin Badgers,Wisconsin,Ben Brust,G,73,196,SR,"Hawthorn Woods, IL",IL,Big Ten,17097,17
Wisconsin Badgers,Wisconsin,Duje Dukan,F,81,220,JR,"Deerfield, IL",IL,Big Ten,17097,17
Milwaukee Panthers,Milwaukee,Akeem Springs,G,76,210,SO,"Waukegan, IL",IL,Horizon,17097,17
Dartmouth Big Green,Dartmouth,Mike Fleming,G,72,175,FR,"Lake Forest, IL",IL,Ivy,17097,17
Yale Bulldogs,Yale,Sam Downey,F,81,230,FR,"Lake Forest, IL",IL,Ivy,17097,17
Toledo Rockets,Toledo,Nathan Boothe,C,81,240,SO,"Gurnee, IL",IL,Mid-American,17097,17
Western Michigan Broncos,W Michigan,Charles Harris,G,77,195,FR,"Antioch, IL",IL,Mid-American,17097,17
Evansville Aces,Evansville,Ryan Sawvell,F-C,80,200,JR,"Mundelein, IL",IL,Missouri Valley,17097,17
Northern Iowa Panthers,Northern Iowa,Robert Knar,G,73,175,FR,"Mundelein, IL",IL,Missouri Valley,17097,17
Chicago State Cougars,Chicago State,Jared Dimakos,G,77,200,SO,"Lincolnshire, IL",IL,WAC,17097,17
Northern Illinois Huskies,N Illinois,J.J. Cravatta,G,73,185,SO,"Streator, IL",IL,Mid-American,17099,17
Chicago State Cougars,Chicago State,Matt Ross,F,80,220,SR,"Dixon, IL",IL,WAC,17103,17
Bucknell Bison,Bucknell,Ben Brackney,G,78,206,SR,"Lincoln, IL",IL,Patriot League,17107,17
Florida State Seminoles,Florida State,Kiel Turpin,C,84,225,SR,"Normal, IL",IL,ACC,17113,17
Central Michigan Chippewas,Cent Michigan,Austin Stewart,G,78,207,SO,"Normal, IL",IL,Mid-American,17113,17
Western Michigan Broncos,W Michigan,Hayden Hoerdemann,G,75,200,JR,"Bloomington, IL",IL,Mid-American,17113,17
Southern Illinois Salukis,S Illinois,Anthony Beane,G,74,180,SO,"Normal, IL",IL,Missouri Valley,17113,17
Buffalo Bulls,Buffalo,Jarod Oldham,G,75,185,SR,"Decatur, IL",IL,Mid-American,17115,17
Austin Peay Governors,Austin Peay,Will Triggs,F,78,230,SR,"Edwardsville, IL",IL,Ohio Valley,17119,17
South Dakota State Jackrabbits,South Dakota St,Joshua White,G,74,175,FR,"Edwardsville, IL",IL,Summit League,17119,17
Western Illinois Leathernecks,W Illinois,Garret Covington,G,77,180,FR,"Edwardsville, IL",IL,Summit League,17119,17
Northern Kentucky Norse,Northern Kentucky,Matt Rosenwinkel,G,74,200,FR,"Rochelle, IL",IL,Atlantic Sun,17141,17
Michigan Wolverines,Michigan,Max Bielfeldt,F,79,245,SO,"Peoria, IL",IL,Big Ten,17143,17
UC Davis Aggies,UC Davis,Tyler Les,G,74,185,SR,"Peoria, IL",IL,Big West,17143,17
Niagara Purple Eagles,Niagara,Marvin Jordan,G,71,175,SR,"Peoria, IL",IL,MAAC,17143,17
Florida A&M Rattlers,Florida A&M,Trey Kellum,F,78,205,SO,"Peoria, IL",IL,MEAC,17143,17
Bradley Braves,Bradley,Mason Alwan,G,74,200,SR,"Peoria, IL",IL,Missouri Valley,17143,17
Loyola (IL) Ramblers,Loyola (IL),Jeff White,G,73,183,SO,"Peoria, IL",IL,Missouri Valley,17143,17
SIU-Edwardsville Cougars,SIU Edwardsville,Donivine Stewart,G,72,195,SO,"Peoria, IL",IL,Ohio Valley,17143,17
North Dakota State Bison,North Dakota St,Lawrence Alexander,G,75,180,JR,"Peoria, IL",IL,Summit League,17143,17
Western Illinois Leathernecks,W Illinois,Billy Molinari,G,74,190,SR,"Peoria, IL",IL,Summit League,17143,17
Southern Illinois Salukis,S Illinois,Jalen Pendleton,F,74,205,SO,"Evansville, IL",IL,Missouri Valley,17157,17
High Point Panthers,High Point,Anthony Lindauer,G,75,170,FR,"Moline, IL",IL,Big South,17161,17
Stanford Cardinal,Stanford,Chasson Randle,G,74,185,JR,"Rock Island, IL",IL,Pac-12,17161,17
Illinois Fighting Illini,Illinois,Malcolm Hill,G,78,210,FR,"Belleville, IL",IL,Big Ten,17163,17
Eastern Illinois Panthers,E Illinois,Dylan Chatman,G,73,180,JR,"Belleville, IL",IL,Ohio Valley,17163,17
Southern Illinois Salukis,S Illinois,Tyler Smithpeters,G,75,170,FR,"Harrisburg, IL",IL,Missouri Valley,17165,17
Drake Bulldogs,Drake,Karl Madison,G,70,175,JR,"Springfield, IL",IL,Missouri Valley,17167,17
Northwestern Wildcats,Northwestern,Nathan Taphorn,F,79,190,FR,"Pekin, IL",IL,Big Ten,17179,17
Valparaiso Crusaders,Valparaiso,Alec Peters,F,80,225,FR,"Washington, IL",IL,Horizon,17179,17
Siena Saints,Siena,Brett Bisping,F,80,233,SO,"Morton, IL",IL,MAAC,17179,17
Illinois Fighting Illini,Illinois,Joseph Bertrand,G,78,200,SR,"Sterling, IL",IL,Big Ten,17195,17
Southern Methodist Mustangs,SMU,Ben Moore,F,80,185,FR,"Bolingbrook, IL",IL,American,17197,17
Saint Louis Billikens,Saint Louis,Dwayne Evans,F,78,230,SR,"Bolingbrook, IL",IL,Atlantic 10,17197,17
Xavier Musketeers,Xavier,Kevin Coker,F,78,190,SO,"Plainfield, IL",IL,Big East,17197,17
Cal Poly Mustangs,Cal Poly,Brian Bennett,F,81,253,SO,"Romeoville, IL",IL,Big West,17197,17
Charleston Cougars,Charleston,Chad Cooke,G,72,175,SO,"Bolingbrook, IL",IL,Colonial,17197,17
Bowling Green Falcons,Bowling Green,Richaun Holmes,F,80,214,JR,"Lockport, IL",IL,Mid-American,17197,17
Eastern Michigan Eagles,E Michigan,Karrington Ward,F,79,186,JR,"Lockport, IL",IL,Mid-American,17197,17
Northern Illinois Huskies,N Illinois,Michael Orris,G,74,195,SO,"Crete, IL",IL,Mid-American,17197,17
Maryland-Eastern Shore Hawks,MD-E Shore,Troy Snyder,F,78,215,SR,"Bolingbrook, IL",IL,MEAC,17197,17
Western Illinois Leathernecks,W Illinois,Remy Roberts-Burnett,G,72,180,JR,"Joliet, IL",IL,Summit League,17197,17
Chicago State Cougars,Chicago State,Arthur Gage,C,82,225,SR,"Plainfield, IL",IL,WAC,17197,17
Chicago State Cougars,Chicago State,Rahjan Muhammad,G,72,188,JR,"Bolingbrook, IL",IL,WAC,17197,17
Western Kentucky Hilltoppers,W Kentucky,Aaron Adeoye,F,79,237,JR,"Marion, IL",IL,Sun Belt,17199,17
North Texas Mean Green,North Texas,Armani Flannigan,F,80,200,JR,"Rockford, IL",IL,Conference USA,17201,17
Western Michigan Broncos,W Michigan,David Brown,G,76,205,SR,"Roscoe, IL",IL,Mid-American,17201,17
Wichita State Shockers,Wichita State,Fred VanVleet,G,71,194,SO,"Rockford, IL",IL,Missouri Valley,17201,17
Army Black Knights,Army,David Hellstrom,G,75,193,FR,"Rockford, IL",IL,Patriot League,17201,17
Bradley Braves,Bradley,Jordan Prosser,C,80,245,SR,"Goodfield, IL",IL,Missouri Valley,17203,17
Montana State Bobcats,Montana State,Paul Egwuonwu,C,81,235,SR,"Boise, ID",ID,Big Sky,16001,16
Utah State Aggies,Utah State,Kyle Davis,F,79,225,SO,"Boise, ID",ID,Mountain West,16001,16
Utah Valley Wolverines,Utah Valley,Mitch Bruneel,F,77,205,JR,"Boise, ID",ID,WAC,16001,16
Boise State Broncos,Boise State,Joey Nebeker,F,79,216,FR,"Melba, ID",ID,Mountain West,16027,16
Gonzaga Bulldogs,Gonzaga,Kyle Dranginis,G,77,200,SO,"Nampa, ID",ID,West Coast,16027,16
Montana State Bobcats,Montana State,Marcus Colbert,G,71,190,SO,"Post Falls, ID",ID,Big Sky,16055,16
Idaho Vandals,Idaho,Connor Hill,G,75,190,JR,"Post Falls, ID",ID,WAC,16055,16
Weber State Wildcats,Weber State,Josh Fuller,F,78,220,FR,"Rexburg, ID",ID,Big Sky,16065,16
Pittsburgh Panthers,Pittsburgh,Joshua Ko,G,73,150,FR,"Kailua, HI",HI,ACC,15003,15
Hawaii Warriors,Hawaii,Dyrbe Enos,G,69,170,FR,"Aiea, HI",HI,Big West,15003,15
USC Upstate Spartans,USC Upstate,Jodd Maxey,F,80,200,SR,"Statham, GA",GA,Atlantic Sun,13013,13
Charlotte 49ers,Charlotte,Cameron Blakley,F,81,216,FR,"Winder, GA",GA,Conference USA,13013,13
Campbell Fighting Camels,Campbell,Marvelle Harris,F,78,215,SR,"Macon, GA",GA,Big South,13021,13
Murray State Racers,Murray State,Jarvis Williams,F,80,210,JR,"Macon, GA",GA,Ohio Valley,13021,13
Savannah State Tigers,Savannah State,Jeremiah Hill,G,73,175,FR,"Richmond Hill, GA",GA,MEAC,13029,13
Middle Tennessee Blue Raiders,Middle Tennessee,Jaqawn Raymond,G,76,197,SO,"Statesboro, GA",GA,Conference USA,13031,13
Georgia Southern Eagles,Ga. Southern,Eric Ferguson,F,80,200,SR,"Statesboro, GA",GA,Southern,13031,13
Georgia Southern Eagles,Ga. Southern,Zach Altany,G,76,180,JR,"Statesboro, GA",GA,Southern,13031,13
Middle Tennessee Blue Raiders,Middle Tennessee,Jacquez Rozier,F,79,227,JR,"Waynesboro, GA",GA,Conference USA,13033,13
Alabama State Hornets,Alabama State,DeMarcus Robinson,G,70,165,JR,"Midville, GA",GA,SWAC,13033,13
Mercer Bears,Mercer,Darious Moten,F,78,195,JR,"Bowdon, GA",GA,Atlantic Sun,13045,13
Holy Cross Crusaders,Holy Cross,Riley Criswell,F,79,175,FR,"Carrollton, GA",GA,Patriot League,13045,13
Mercer Bears,Mercer,Jibri Bryan,G,75,180,SO,"Savannah, GA",GA,Atlantic Sun,13051,13
Mercer Bears,Mercer,Daniel Coursey,F,82,220,SR,"Savannah, GA",GA,Atlantic Sun,13051,13
Seton Hall Pirates,Seton Hall,Brandon Mobley,F,81,215,JR,"Savannah, GA",GA,Big East,13051,13
Hampton Pirates,Hampton,Ke'Ron Brown,G,75,215,SO,"Savannah, GA",GA,MEAC,13051,13
Savannah State Tigers,Savannah State,Saadiq Muhammad,F,79,210,FR,"Savannah, GA",GA,MEAC,13051,13
Savannah State Tigers,Savannah State,Angelo Davis,G,74,175,SR,"Savannah, GA",GA,MEAC,13051,13
Savannah State Tigers,Savannah State,Marcus Hutchins,G,76,180,SR,"Savannah, GA",GA,MEAC,13051,13
South Carolina State Bulldogs,S Carolina St,Greg Mortimer,G,75,175,FR,"Savannah, GA",GA,MEAC,13051,13
LSU Tigers,LSU,Tim Quarterman,G,78,173,FR,"Savannah, GA",GA,SEC,13051,13
Western Carolina Catamounts,W Carolina,James Sinclair,G,75,180,JR,"Savannah, GA",GA,Southern,13051,13
UMKC Kangaroos,UMKC,Jordan Brown,G,70,170,FR,"Savannah, GA",GA,WAC,13051,13
Charleston Southern Buccaneers,Charl Southern,Cedrick Bowen,F,77,225,JR,"Woodstock, GA",GA,Big South,13057,13
Northeastern Huskies,Northeastern,Derrico Peck,G,77,204,SO,"Woodstock, GA",GA,Colonial,13057,13
Washington Huskies,Washington,"Shawn Kemp, Jr.",F,81,250,JR,"Canton, GA",GA,Pac-12,13057,13
USC Upstate Spartans,USC Upstate,Babatunde Olumuyiwa,C,80,220,SR,"Athens, GA",GA,Atlantic Sun,13059,13
UMBC Retrievers,UMBC,Devarick Houston,F,79,190,JR,"Jonesboro, GA",GA,America East,13063,13
Virginia Tech Hokies,Virginia Tech,Adam Smith,G,73,170,SO,"Jonesboro, GA",GA,ACC,13063,13
St. John's Red Storm,St. John's,David Lipscomb,G,74,175,SO,"Riverdale, GA",GA,Big East,13063,13
Campbell Fighting Camels,Campbell,Jordan Faciane,G,76,210,SO,"Ellenwood, GA",GA,Big South,13063,13
Winthrop Eagles,Winthrop,Duby Okeke,C,80,230,FR,"Jonesboro, GA",GA,Big South,13063,13
Savannah State Tigers,Savannah State,Stephen Wilson,G,73,160,SR,"Jonesboro, GA",GA,MEAC,13063,13
Georgia Bulldogs,Georgia,Donte' Williams,F,81,225,SR,"Ellenwood, GA",GA,SEC,13063,13
Alabama State Hornets,Alabama State,Darius Sizemore,G,76,205,FR,"Jonesboro, GA",GA,SWAC,13063,13
Arkansas-Little Rock Trojans,AR-Little Rock,James White,F,80,216,SO,"Jonesboro, GA",GA,Sun Belt,13063,13
Georgia Tech Yellow Jackets,Georgia Tech,Trae Golden,G,74,205,SR,"Powder Springs, GA",GA,ACC,13067,13
Jacksonville Dolphins,Jacksonville,Vince Martin,G,74,200,SR,"Marietta, GA",GA,Atlantic Sun,13067,13
North Florida Ospreys,North Florida,Travis Wallace,F,78,230,SR,"Marietta, GA",GA,Atlantic Sun,13067,13
Providence Friars,Providence,Kadeem Batts,F,81,245,SR,"Powder Springs, GA",GA,Big East,13067,13
Winthrop Eagles,Winthrop,Joab Jerome,F,77,197,SR,"Marietta, GA",GA,Big South,13067,13
East Carolina Pirates,East Carolina,Marshall Guilmette,F,82,250,SO,"Kennesaw, GA",GA,Conference USA,13067,13
Kent State Golden Flashes,Kent State,K.K. Simmons,G,75,190,SO,"Marietta, GA",GA,Mid-American,13067,13
Savannah State Tigers,Savannah State,Joshua Montgomery,F,77,205,SR,"Smyrna, GA",GA,MEAC,13067,13
Savannah State Tigers,Savannah State,Keierre Richards,G,73,180,SR,"Powder Springs, GA",GA,MEAC,13067,13
Wichita State Shockers,Wichita State,Tekele Cotton,G,74,209,JR,"Marietta, GA",GA,Missouri Valley,13067,13
Belmont Bruins,Belmont,Chad Lang,C,83,285,JR,"Marietta, GA",GA,Ohio Valley,13067,13
Belmont Bruins,Belmont,J.J. Mann,G-F,78,215,SR,"Smyrna, GA",GA,Ohio Valley,13067,13
Murray State Racers,Murray State,Justin Seymour,G,75,205,SO,"Marietta, GA",GA,Ohio Valley,13067,13
Tennessee Volunteers,Tennessee,Armani Moore,G,77,215,SO,"Kennesaw, GA",GA,SEC,13067,13
Furman Paladins,Furman,Charlie Reddick,G-F,77,200,SR,"Powder Springs, GA",GA,Southern,13067,13
Wofford Terriers,Wofford,Karl Cochran,G,73,170,JR,"Marietta, GA",GA,Southern,13067,13
Arkansas State Red Wolves,Arkansas State,Brandon Reed,G,76,182,SR,"Powder Springs, GA",GA,Sun Belt,13067,13
Georgia State Panthers,Georgia State,Ryan Harrow,G,74,170,JR,"Marietta, GA",GA,Sun Belt,13067,13
Western Kentucky Hilltoppers,W Kentucky,Nigel Snipes,F,78,215,SO,"Marietta, GA",GA,Sun Belt,13067,13
UNC Asheville Bulldogs,UNC Asheville,Jaleel Roberts,C,84,225,JR,"Evans, GA",GA,Big South,13073,13
Gardner-Webb Runnin' Bulldogs,Gardner-Webb,Jerome Hill,F,77,210,SO,"Adel, GA",GA,Big South,13075,13
Georgia Bulldogs,Georgia,Houston Kessler,F,80,225,FR,"Newnan, GA",GA,SEC,13077,13
Texas Southern Tigers,Texas Southern,Madarious Gibbs,G,73,190,JR,"Newnan, GA",GA,SWAC,13077,13
Jacksonville Dolphins,Jacksonville,Javon Dawson,F,78,260,SR,"Cordele, GA",GA,Atlantic Sun,13081,13
Chattanooga Mocs,Chattanooga,Andrew Houts,G,71,180,SR,"Trenton, GA",GA,Southern,13083,13
La Salle Explorers,La Salle,Jordan Price,G,77,225,SO,"Decatur, GA",GA,Atlantic 10,13089,13
West Virginia Mountaineers,West Virginia,Brandon Watkins,F,81,235,FR,"Decatur, GA",GA,Big 12,13089,13
Campbell Fighting Camels,Campbell,Kyre' Hamer,G,75,195,FR,"Stone Mountain, GA",GA,Big South,13089,13
Charleston Southern Buccaneers,Charl Southern,Sheldon Strickland,G,72,175,SR,"Lithonia, GA",GA,Big South,13089,13
Charleston Southern Buccaneers,Charl Southern,Bakari Copeland,F,78,222,FR,"Lithonia, GA",GA,Big South,13089,13
Longwood Lancers,Longwood,Lotanna Nwogbo,F-C,80,255,JR,"Lithonia, GA",GA,Big South,13089,13
Northwestern Wildcats,Northwestern,JerShon Cobb,G,77,205,JR,"Decatur, GA",GA,Big Ten,13089,13
UAB Blazers,UAB,Tosin Mehinti,F,81,213,FR,"Lithonia, GA",GA,Conference USA,13089,13
UAB Blazers,UAB,Karl Moton,G,71,195,SR,"Stone Mountain, GA",GA,Conference USA,13089,13
Drake Bulldogs,Drake,Trevor Berkeley,F,78,200,JR,"Tucker, GA",GA,Missouri Valley,13089,13
Austin Peay Governors,Austin Peay,Chris Horton,F-C,80,195,SO,"Decatur, GA",GA,Ohio Valley,13089,13
Tennessee State Tigers,Tennessee St,Ugo Mmonu,F,79,205,FR,"Decatur, GA",GA,Ohio Valley,13089,13
Oregon State Beavers,Oregon State,Jarmal Reid,F,79,231,SO,"Decatur, GA",GA,Pac-12,13089,13
Alabama Crimson Tide,Alabama,Algie Key,G,76,195,JR,"Decatur, GA",GA,SEC,13089,13
Auburn Tigers,Auburn,Tahj Shamsid-Deen,G,70,163,FR,"Decatur, GA",GA,SEC,13089,13
Georgia Bulldogs,Georgia,Brandon Morris,F,79,215,SO,"Lithonia, GA",GA,SEC,13089,13
Texas A&M Aggies,Texas A&M,Davonte Fitzgerald,F,79,201,FR,"Tucker, GA",GA,SEC,13089,13
Georgia Southern Eagles,Ga. Southern,Sam Mike,F,79,230,SR,"Decatur, GA",GA,Southern,13089,13
Georgia Southern Eagles,Ga. Southern,Curtis Diamond,G,75,170,JR,"Lithonia, GA",GA,Southern,13089,13
Georgia Southern Eagles,Ga. Southern,Chris Daniels,G,77,210,SO,"Decatur, GA",GA,Southern,13089,13
Alabama A&M Bulldogs,Alabama A&M,Justin Colvin,NA,75,190,SO,"Lithonia, GA",GA,SWAC,13089,13
Georgia State Panthers,Georgia State,Manny Atkins,F,78,205,SR,"Stone Mountain, GA",GA,Sun Belt,13089,13
Appalachian State Mountaineers,Appalachian St,Rantavious Gilbert,F,80,235,SO,"Albany, GA",GA,Southern,13095,13
Southeastern Louisiana Lions,SE Louisiana,Onochie Ochie,F,78,180,JR,"Albany, GA",GA,Southland,13095,13
USC Upstate Spartans,USC Upstate,Karim Mawuenyega,G,72,170,FR,"Douglasville, GA",GA,Atlantic Sun,13097,13
Savannah State Tigers,Savannah State,Whitley Carter,G,69,145,FR,"Lithia Springs, GA",GA,MEAC,13097,13
Jacksonville State Gamecocks,Jacksonville St,Rod McReynolds,G,68,155,SR,"Douglasville, GA",GA,Ohio Valley,13097,13
Georgia Southern Eagles,Ga. Southern,Tre Bussey,G,75,170,SR,"Lithia Springs, GA",GA,Southern,13097,13
Alabama State Hornets,Alabama State,Bobby Brown,G-F,78,185,SO,"Douglasville, GA",GA,SWAC,13097,13
Cal State Bakersfield Roadrunners,CSU Bakersfield,Brandon Barnes,G,73,195,SR,"Douglasville, GA",GA,WAC,13097,13
UAB Blazers,UAB,Rod Rucker,F,77,220,SR,"Elberton, GA",GA,Conference USA,13105,13
Alabama State Hornets,Alabama State,Maurice Strong,F,77,210,JR,"Swainsboro, GA",GA,SWAC,13107,13
Kennesaw State Owls,Kennesaw State,Kris Drees,F,78,210,SR,"Cumming, GA",GA,Atlantic Sun,13117,13
Elon Phoenix,Elon,Ryder Bowline,G,76,200,FR,"Cumming, GA",GA,Southern,13117,13
Memphis Tigers,Memphis,Shaq Goodwin,F,81,242,SO,"Atlanta, GA",GA,American,13121,13
Memphis Tigers,Memphis,Damien Wilson,G,78,191,SO,"Atlanta, GA",GA,American,13121,13
South Florida Bulls,South Florida,Musa Abdul-Aleem,G,77,221,JR,"Atlanta, GA",GA,American,13121,13
Duquesne Dukes,Duquesne,Dominique McKoy,F,80,215,JR,"Atlanta, GA",GA,Atlantic 10,13121,13
